1842	5
968	5
1826	1
1103	3
1726	1
722	1
1667	3
1216	1
1232	1
1993	5
1570	1
15	3
1698	5
1782	3
395	5
1215	5
1283	5
1556	1
1419	5
206	1
45	1
963	1
1255	1
1974	1
110	3
429	5
801	5
1507	5
1064	5
1003	5
730	5
815	5
2154	5
868	5
1773	5
1431	5
2183	5
1212	5
493	5
1198	5
1587	5
611	5
1378	5
1413	5
1332	5
2126	5
365	5
507	5
1796	5
881	5
16	1
11	1
1284	5
2027	3
2219	5
1484	5
186	1
544	1
258	0
1197	1
309	5
1169	1
278	5
113	5
788	1
1536	1
645	3
286	5
1906	5
2156	1
273	1
1303	5
1584	1
46	1
322	1
1183	1
613	5
1866	5
264	5
2004	1
49	1
1931	3
1379	3
2018	5
1323	5
2124	5
794	6
59	5
81	1
1352	3
1944	3
2151	1
169	1
436	1
1040	5
193	3
1840	3
1942	5
946	1
354	3
177	5
1971	5
131	5
108	5
1401	5
724	3
847	3
973	1
1193	2
353	5
1767	5
547	3
188	5
187	3
489	5
109	5
415	5
793	5
100	5
526	3
563	1
1514	3
1144	2
1967	3
2030	2
835	5
846	5
1412	5
1052	1
248	2
764	5
410	3
853	2
156	2
637	5
48	7
2203	1
685	1
1112	5
19	5
1294	5
541	5
2116	5
901	5
1136	5
132	5
1421	5
706	5
212	5
67	5
1069	5
331	5
855	5
1140	5
1657	5
382	5
1398	0
1760	5
242	1
1837	5
1683	5
1098	5
1958	1
1554	5
1204	5
1131	1
26	5
2076	5
1099	5
1030	5
787	5
887	5
1416	5
71	5
821	5
76	5
225	5
2087	5
367	0
1984	3
880	5
1109	5
1876	5
268	1
1835	5
2	5
1636	1
2210	1
970	3
86	5
275	5
425	5
914	5
2085	5
1542	5
223	2
1954	5
893	1
1268	1
1668	1
658	1
1920	4
419	1
1380	1
1900	1
42	1
1660	1
117	5
1983	5
287	1
695	1
1610	1
2164	1
1864	1
80	1
1297	1
1961	1
862	3
402	1
2161	1
1879	1
1361	1
964	1
1780	1
1858	5
1239	1
838	3
342	3
1661	1
1210	5
191	2
2108	6
260	5
757	3
54	4
1407	1
435	0
2193	1
2224	1
389	1
1000	1
2082	1
2049	5
2005	1
1391	1
272	1
882	1
52	1
249	1
1058	1
1337	1
1857	1
1938	1
1745	3
2059	1
2123	4
599	1
1114	1
2041	1
1718	5
2105	5
460	1
1466	1
162	1
306	3
1635	3
718	3
1940	5
1558	5
2033	1
1436	1
2077	5
1699	1
826	5
1121	0
782	5
2106	5
1810	1
2006	1
189	1
318	5
41	1
1032	1
2159	1
1791	1
1062	1
1067	3
90	1
236	1
1869	1
183	1
773	1
1082	3
1700	3
1702	5
1491	1
659	3
167	3
1854	1
2025	3
1662	3
1165	3
865	1
1526	5
2102	1
992	1
2003	1
1651	1
1987	1
936	1
1980	5
150	1
72	1
2065	5
403	5
2014	1
549	1
1606	1
1572	1
1377	5
780	1
912	1
456	1
96	3
1730	5
1559	3
778	1
434	1
237	1
1444	5
51	1
1435	3
1011	1
1138	3
956	5
934	6
2145	1
1518	3
10	5
725	3
1005	3
4	3
87	1
438	1
251	5
1146	5
451	5
527	5
1687	1
43	3
1162	3
1631	5
1527	1
1598	1
1582	5
830	5
978	5
639	5
124	5
959	1
1992	5
2185	1
580	5
2051	1
663	0
1516	5
715	5
1167	1
553	5
583	1
1790	1
900	5
561	5
1732	1
897	5
630	5
795	5
160	1
696	1
447	6
857	1
399	1
228	5
2039	1
2044	1
315	1
265	5
1882	1
1506	1
2186	1
1327	1
1781	1
1349	1
711	1
1719	1
1644	1
1227	1
1483	1
115	1
1515	3
313	5
192	1
320	1
2136	1
540	1
360	1
1264	1
138	5
29	5
1325	5
1729	5
2107	3
843	5
708	5
591	5
1160	1
2119	1
550	1
1233	5
811	5
1245	5
1825	1
1487	5
1293	5
207	1
1075	3
1432	1
2073	3
1206	1
636	1
2135	1
92	3
1798	1
485	1
799	1
1772	1
56	5
285	5
670	5
1629	1
1220	5
23	1
2031	6
796	5
577	5
116	1
1180	5
1105	5
1017	1
1549	1
2211	5
1638	5
885	5
1962	3
1599	5
1368	5
374	5
1512	1
552	1
952	6
2227	0
640	5
837	5
391	5
35	5
1604	5
1389	1
283	1
1207	3
2103	3
615	3
1402	5
705	1
745	5
2066	5
1311	6
1508	5
2101	3
1643	1
1855	5
495	5
1574	3
1388	5
2212	5
1936	1
1877	1
772	5
1100	5
2174	5
475	5
408	5
571	3
323	3
388	3
1734	5
523	1
355	4
1163	0
1094	5
1119	5
1254	5
1335	1
661	5
1691	5
755	1
1754	5
983	5
1033	5
352	5
1975	5
702	3
506	5
1721	1
1949	3
1995	3
1087	3
1430	2
940	0
337	0
1766	0
145	0
1847	5
1928	0
683	1
1155	2
421	2
324	1
1841	3
281	3
2218	1
1697	1
1120	5
1859	5
172	1
2063	1
1573	1
596	1
1478	1
1543	3
70	5
1301	5
1092	5
1289	0
1865	5
748	5
1176	1
2026	1
1373	5
570	3
55	3
168	5
1279	1
1801	3
1464	5
949	1
474	5
229	5
226	1
941	1
1002	1
1728	6
568	1
1477	1
589	1
1400	5
1960	5
594	5
299	3
2091	1
2045	1
216	3
656	1
1170	6
2020	1
1022	4
1569	6
1534	1
701	6
1184	5
2090	2
1737	3
1501	6
1746	5
999	6
2040	1
1875	6
1959	5
966	6
660	6
1451	6
1122	0
1917	0
151	0
1250	0
233	1
2067	1
982	6
877	6
1344	6
466	6
1326	1
1568	6
1228	3
293	5
372	5
453	1
2199	0
2016	1
2099	3
1145	3
1234	6
849	6
1226	6
928	5
807	3
1622	3
1692	6
1221	6
1676	6
576	5
1546	5
476	1
2017	6
1364	1
903	6
980	0
282	1
1502	5
1575	6
1576	6
1896	6
452	6
1704	1
1242	6
1792	0
1425	0
461	6
501	3
1384	6
1085	0
401	6
1927	4
642	3
578	3
624	3
351	6
1320	6
1537	6
317	6
1978	5
1359	6
50	6
1977	6
797	6
827	6
1725	6
1893	6
605	6
1623	0
1731	1
1065	1
1955	6
1158	1
1624	0
343	0
1538	1
1328	6
818	5
2130	6
24	6
377	6
1115	6
21	6
1844	6
957	6
152	0
84	0
1057	0
165	0
1411	0
2019	0
608	0
2144	6
1915	0
2222	5
723	0
361	0
1132	0
486	0
858	0
690	0
1620	6
1868	3
2127	6
840	3
1816	6
2180	6
339	6
1932	6
197	6
1806	6
1437	6
2046	0
604	6
697	6
736	6
1715	6
1979	6
1218	6
863	6
2092	6
1727	6
239	0
2121	0
2221	1
1445	1
669	6
1632	6
2208	6
545	6
6	6
266	3
1981	1
1510	1
1908	1
95	0
2089	0
740	0
1923	3
1963	6
913	6
895	1
359	4
1994	0
267	6
1985	6
2146	6
516	1
752	1
1200	0
1910	0
2007	0
1142	6
1714	6
1031	6
1426	1
791	0
1341	6
687	0
1588	0
538	6
336	3
2147	6
1517	6
792	6
127	6
271	6
1486	1
2047	0
2034	5
712	6
1713	6
1410	6
542	6
1083	6
1797	6
1390	6
984	6
686	6
700	6
839	6
1741	5
1225	5
1124	5
1134	3
1257	5
861	5
1941	5
333	5
819	6
462	6
384	0
2055	6
1613	0
850	6
2196	5
2037	5
1319	5
269	6
1441	6
465	6
405	6
310	6
396	1
133	1
623	3
458	1
1334	1
2184	5
468	5
1913	5
2201	1
1904	3
1724	1
728	1
2230	1
1172	2
1860	2
556	3
18	0
163	5
379	1
2058	1
231	3
998	1
628	1
1276	1
1414	3
99	3
1581	5
844	5
2068	1
1049	6
2163	6
1710	6
644	3
1634	3
380	3
2160	3
13	3
414	3
621	3
1073	1
511	3
122	3
1061	2
597	3
2190	3
97	3
1366	1
609	1
727	1
694	3
1285	1
1459	1
454	4
760	0
919	6
1104	4
1079	1
907	4
1070	1
1440	1
1892	1
1037	1
1874	0
1453	0
852	1
1799	6
1454	6
1116	6
854	4
1952	4
833	4
1362	4
918	5
417	4
1652	6
1433	0
1287	6
1262	5
245	1
638	0
224	6
1406	6
1333	6
135	6
709	0
2215	0
1240	1
1259	0
136	4
765	4
1214	4
1540	4
606	4
746	4
945	4
296	1
1774	1
409	3
1084	0
996	1
308	1
1381	4
2079	3
2129	4
181	4
431	4
770	4
822	0
1645	4
805	0
1439	0
1914	3
444	4
1965	1
373	6
743	0
1467	4
1449	4
164	0
1998	6
1633	6
1883	6
1511	6
1861	6
154	6
551	6
742	6
500	6
1972	6
1462	1
424	4
698	0
1802	6
1088	6
834	6
105	4
732	4
1018	0
646	6
631	0
1246	4
1208	4
20	4
1247	1
1716	6
1252	6
1194	6
1048	0
1039	6
205	6
1592	1
89	1
1807	3
559	3
329	5
779	1
416	6
1358	1
1312	6
634	6
938	6
140	1
1243	1
1565	6
1964	6
369	6
1256	0
1369	0
1043	0
1670	0
143	6
653	6
1653	0
565	4
64	0
704	6
1080	6
1481	6
1302	6
975	4
1192	4
1659	6
1110	6
37	6
1814	6
1602	6
689	6
2140	6
668	6
1627	6
1953	6
1836	5
1314	3
439	6
510	6
1383	6
1095	1
1143	6
2231	1
619	1
455	5
2229	6
1059	6
532	1
1522	5
1831	1
1545	5
990	5
1123	5
171	1
1127	1
1023	1
2015	7
950	1
1539	1
2021	1
1266	6
1418	5
786	5
2179	5
1263	6
1178	6
812	5
491	4
218	6
1457	6
1924	4
1601	4
1463	3
2153	6
1173	6
2207	1
543	0
783	6
1154	1
1786	6
625	6
586	5
1895	0
1081	0
362	6
929	6
627	6
932	6
170	5
2011	6
1392	1
1309	6
276	6
346	6
890	6
118	6
1244	1
427	1
31	4
1849	4
1909	6
2138	1
1185	5
1680	6
65	6
512	6
1639	3
1720	1
252	4
3	0
1607	4
1867	5
1236	3
916	3
2095	3
1770	1
1340	1
463	6
1026	4
363	6
1448	6
1937	0
1930	0
88	3
184	3
1608	6
828	0
104	0
79	6
1707	4
2168	6
1298	6
404	6
2100	6
1945	5
2013	1
987	6
921	5
238	5
692	6
1970	6
2097	6
1878	1
1251	6
1046	5
1903	4
955	0
47	4
674	6
1056	6
1054	6
2187	1
1223	6
539	6
1475	1
1551	1
774	1
2038	5
1738	5
2171	4
250	4
1870	6
149	6
1943	6
1775	0
1812	1
1819	4
175	6
91	6
2109	0
492	6
2043	4
481	3
1762	0
1509	3
798	6
1013	5
514	6
2008	6
1768	6
277	1
1068	5
2061	0
478	1
311	6
1272	5
210	1
234	1
1641	6
1597	1
1230	1
1805	1
2157	1
1219	1
1547	6
676	6
926	6
497	5
119	1
873	6
1450	6
141	1
1541	6
2112	6
1106	6
1	6
1674	6
1625	6
1196	3
1619	4
1986	1
595	6
2162	5
1693	5
134	3
103	6
254	6
1452	3
1678	6
102	6
2094	3
2189	1
977	4
1258	4
841	5
677	4
180	4
569	4
960	4
1615	4
199	0
1628	0
5	0
1404	0
1757	4
2022	0
1271	4
1519	4
1034	0
1933	0
7	0
602	3
1461	0
1149	1
1355	1
1447	0
27	6
647	6
1161	3
2148	0
1548	4
588	0
920	6
327	1
1434	1
2060	6
951	6
520	6
1152	4
130	0
2143	0
761	6
1493	6
375	6
288	1
1331	6
585	3
1321	4
1566	3
2166	3
1280	6
976	3
198	3
1521	6
733	3
230	3
1428	4
483	0
2223	0
1102	0
2052	3
2176	6
995	6
393	6
1347	3
1769	1
1523	6
1646	1
2070	1
560	6
969	1
1888	5
14	1
1694	1
1671	6
860	6
328	6
603	6
1482	1
1209	1
1550	1
1894	2
209	1
255	1
173	6
1902	6
1253	6
741	6
707	6
789	6
2198	6
894	6
2056	6
612	6
316	1
1063	6
521	6
1776	6
338	3
1025	3
1129	3
488	3
904	3
1999	2
259	3
2064	3
1503	6
1982	1
1295	3
1395	3
529	4
398	2
400	3
1793	6
1603	2
203	0
1041	2
776	2
1735	4
496	2
1595	0
1532	1
1813	6
1338	2
1164	3
1336	2
1494	5
1479	3
263	3
1788	5
965	3
1113	0
32	0
2096	5
257	5
1498	5
1205	6
1968	6
1717	3
1351	4
518	0
1014	5
101	5
60	5
1763	5
1360	3
319	3
654	0
766	6
1422	0
806	3
1038	6
1822	6
33	6
1916	5
738	6
1012	5
144	3
1248	6
648	6
479	5
905	7
241	7
535	3
691	3
1296	5
2029	3
508	6
1862	1
713	0
1833	0
1029	0
672	0
335	0
601	0
1577	3
470	3
2113	3
933	5
1199	5
891	5
2078	3
36	5
1365	5
412	3
314	5
1557	5
1845	1
2152	0
883	5
1956	3
397	5
555	5
869	3
504	1
800	3
1901	3
407	5
1626	5
558	5
1706	1
1385	5
554	1
1957	5
111	5
620	5
1596	5
155	5
1438	5
524	2
1305	7
1471	5
1722	1
58	5
1111	5
1880	5
1886	5
1614	5
762	5
2053	5
261	5
767	3
300	5
1684	1
503	1
1157	5
2134	5
1168	5
899	5
1497	5
418	1
1911	5
1229	5
842	3
2093	2
220	6
1580	6
114	2
1442	3
44	2
562	4
125	3
1241	0
2086	0
1852	0
1350	1
1535	0
1291	0
357	0
25	0
1015	0
1006	0
2158	4
1074	0
1612	0
735	0
1884	0
632	0
546	3
1249	3
505	3
1307	3
678	3
944	4
371	0
1585	4
790	4
993	1
194	3
420	0
1989	0
758	0
1488	0
871	0
440	0
1117	0
923	0
1269	5
2104	0
356	0
77	0
1808	0
12	0
1072	0
1747	0
38	0
1489	0
2149	0
536	0
1372	0
679	0
1640	3
1424	4
221	3
902	5
53	3
1988	0
784	0
1097	0
2177	6
889	6
2197	4
1141	0
832	0
129	0
688	0
777	0
28	0
753	0
1804	6
781	0
1217	0
279	0
378	0
498	0
1147	0
1409	0
886	0
2012	0
1863	0
1787	0
1446	0
710	0
829	0
40	0
739	0
201	0
137	0
1690	0
2032	0
1108	0
509	0
633	0
1382	0
148	5
1151	0
1926	0
836	0
1966	0
1203	0
1885	0
1672	0
2115	0
582	0
1042	0
867	0
2028	0
1125	6
1872	0
1500	0
816	0
1749	0
517	0
428	0
1679	0
1664	0
1356	0
814	0
1292	0
1815	0
305	0
222	0
1470	0
159	0
994	0
592	4
1166	0
1889	0
1078	0
2220	0
572	0
579	0
1137	0
803	0
2118	0
910	0
349	0
215	4
139	0
1779	0
1472	0
1609	0
1156	3
548	0
1485	0
1655	0
1429	0
1345	0
662	0
716	0
729	0
200	5
720	6
232	6
1324	0
911	0
1618	0
1386	0
1128	0
1794	0
1756	0
1394	0
635	0
1019	0
1669	0
756	0
1748	0
1649	0
1709	0
1071	0
581	0
1611	0
1186	0
930	0
1656	0
2142	0
1761	0
68	0
2088	0
986	0
1374	0
8	0
1408	0
1784	0
1925	0
750	0
423	4
810	0
1809	0
433	0
214	0
616	0
947	0
459	0
2202	0
1415	5
2080	0
120	0
1561	0
69	0
1701	0
1047	0
280	0
1820	2
652	0
530	0
1777	0
525	0
383	0
85	0
1179	3
1396	0
1723	0
2010	0
1803	3
219	0
754	0
350	1
1202	0
1468	0
450	0
1528	0
584	0
432	0
924	0
1891	0
537	0
358	0
1174	0
1182	0
734	0
63	0
874	0
981	6
1654	0
626	0
2024	3
1474	0
1765	0
1918	0
1871	0
2122	0
1887	0
1096	0
1308	0
195	3
1705	3
1751	3
2084	0
1009	0
469	0
1093	0
1313	0
448	0
961	0
671	5
1673	5
1838	0
665	0
208	0
1752	0
1853	0
925	1
301	0
480	0
284	3
1315	0
1839	1
1736	0
1818	0
1912	0
915	0
57	6
1189	0
370	6
1811	6
1133	0
522	0
302	0
174	0
437	6
717	6
1973	6
953	6
1856	0
1827	6
1399	5
771	6
898	6
1800	6
1919	6
1417	0
515	6
954	6
864	6
1427	6
1921	6
1789	0
666	0
2206	6
1317	6
94	6
1922	6
1591	6
107	6
922	6
896	6
751	6
387	6
1480	0
1821	1
564	6
368	6
1465	6
988	6
2050	6
376	6
244	6
1890	3
499	3
1357	3
533	3
1579	3
1107	6
1663	3
824	0
292	0
1583	5
1318	0
347	0
1688	0
1560	6
1316	6
146	6
1035	6
1590	6
1020	3
737	6
1689	6
1686	6
650	6
1387	0
321	6
1130	6
1647	6
340	0
240	6
1552	6
845	6
1397	6
179	0
2114	0
1342	0
1578	0
607	0
22	0
1187	6
289	6
304	6
1600	6
1571	6
2170	6
749	6
394	6
813	6
1531	6
1363	6
1353	6
1370	6
2009	5
2075	6
1682	6
366	6
1086	6
2172	6
1403	5
948	6
1795	6
422	4
1101	6
2204	6
1665	6
341	0
449	6
490	6
1211	6
2173	6
1237	0
1300	0
1420	0
1950	0
2228	6
1990	0
2192	0
651	6
106	6
617	0
185	0
703	0
2111	0
1330	6
2178	3
2194	0
744	0
1008	0
574	0
1740	6
667	0
2072	0
1423	0
1817	6
1150	6
763	6
1278	0
1028	0
985	0
1529	0
1021	6
121	1
1456	6
1060	1
2074	1
330	5
943	7
1265	7
1339	6
1177	1
2083	1
2098	0
1367	5
1190	1
484	3
1375	5
939	1
158	1
917	6
1329	6
989	3
1675	6
699	1
2214	1
610	6
1224	1
270	5
1742	6
859	1
682	1
2131	1
1053	1
1897	1
1733	5
1354	5
1637	5
291	6
1843	4
557	1
1976	6
962	6
1304	1
123	1
927	2
567	5
1991	4
1455	6
643	6
112	3
888	6
9	3
823	1
442	6
334	1
2165	6
1346	6
441	1
274	2
93	6
848	6
1969	1
1277	5
866	6
161	5
534	5
719	5
2110	0
1286	0
664	0
2191	0
2209	0
1899	0
2182	6
1036	6
1473	6
1666	2
1135	5
1934	2
217	2
681	5
1010	5
618	6
1496	2
1785	6
1513	6
256	2
182	6
1848	6
297	1
908	0
726	6
2213	4
2000	4
808	4
1261	0
502	1
851	0
176	1
1195	2
445	2
2205	2
1593	2
2181	2
464	2
83	0
680	2
566	2
392	2
1090	2
1231	2
1648	2
1997	5
804	2
1755	2
443	2
1016	2
381	2
235	2
1939	2
1495	2
747	2
406	2
1181	2
937	2
1658	2
587	2
2023	2
246	0
629	0
1281	5
1830	0
1238	1
721	5
513	5
590	2
2036	5
1823	5
1881	6
878	0
1275	0
34	0
971	1
